file_key;clube;pais
"roma_it";"Roma";"IT"
"romapr_bra";"Roma Apucarana";"Brasil"
"Romorantin_fra";"Romorantin";"França"
"rosariocentral_arg";"Rosario Central";"Argentina"
"rosenborg_nor";"Rosenborg";"Noruega"
"rosich_rus";"Rosich";"Rússia"
"rosscounty_esc";"Ross County";"Escócia"
"rostov_rus";"Rostov";"Rússia"
"RotWeissAhle_ale";"Rot Weiss Ahlen";"Alemanha"
"RotWeissErfurt_ale";"Rot-Weiss Erfurt";"Alemanha"
"Rot-WeissEssen_ale";"Rot-Weiss Essen";"Alemanha"
"Rot-WeissOberhausen_ale";"Rot-Weiss Oberhausen";"Alemanha"
"rotherham_eng";"Rotherham United";"ENG"
"rotor_rus";"Rotor";"Rússia"
"rotor2_rus";"Rotor Volgograd II";"Rússia"
"royalantwerp_bel";"Royal Antwerp";"Bélgica"
"royalfrancis_bel";"Royal Francs Borains";"Bélgica"
"liege_bel";"Royal Liège";"Bélgica"
"royalpari_bol";"Royal Pari";"Bolívia"
"whitestar_bel";"Royal White Star";"Bélgica"
"berkane_mar";"RS Berkane";"Marrocos"
"rubinkazan_rus";"Rubin Kazan";"Rússia"
"rubionu_par";"Rubio Ñu";"Paraguai"
"rudes_cro";"Rudes Zagreb";"Croácia"
"fclviv_ucr";"Rukh Lviv";"Ucrânia"
"ruzomberok_slk";"Ruzomberok";"SLK"
"rwdmolenbeek_bel";"RWD Molenbeek";"Bélgica"
"ryazan_rus";"Ryazan";"Rússia"
"Saarbrucken_ale";"Saarbrücken";"Alemanha"
"sabadell_esp";"Sabadell";"Espanha"
"sabah_azb";"Sabah";"AZB"
"Saburtalo_Geo";"Saburtalo";"GEO"
"Sacachispas_arg";"Sacachispas";"Argentina"
"sacavenense_por";"Sacavenense";"Portugal"
"sacramento433_eua";"Sacramento FC";"EUA"
"agradaesperanca_ang";"Sagrada Esperança";"ANG"
"standrews_mta";"Saint Andrews";"MTA"
"saintjohnstone_esc";"Saint Johnstone";"Escócia"
"st_ettiene_fr";"Saint-Étienne";"FR"
"Saint-LouisNeuweg_fra";"Saint-Louis Neuweg";"França"
"Saint-Malo_fra";"Saint-Malo";"França"
"Saint-Priest_fra";"Saint-Priest";"França"
"Saint-PryveSaintHilaire_fra";"Saint-Pryve Saint-Hilaire";"França"
"SainteGenevieve_fra";"Sainte Genevieve";"França"
"Sakaryaspor_tur";"Sakaryaspor";"Turquia"
"salernitana_ita";"Salernitana";"Itália"
"salford_ing";"Salford City";"Inglaterra"
"salgueirope_bra";"Salgueiro";"Brasil"
"salgueiros_por";"Salgueiros";"Portugal"
"salyutbelgorod_rus";"Salyut Belgorod";"Rússia"
"salzburger_aut";"Salzburger AK 1914";"Áustria"
"samambaia_bra";"Samambaia";"Brasil"
"sambenedettese_ita";"Sambenedettese";"Itália"
"samguralitskhaltubo_ge";"Samgurali Tskhaltubo";"Geórgia"
"samapaiocorrea_ma";"Sampaio Corrêa";"Brasil"
"sampaiocorreaqtt_bra";"Sampaio Corrêa-RJ";"Brasil"
"sampdoria_ita";"Sampdoria";"Itália"
"samsunspor_tur";"Samsunspor";"Turquia"
"sanantonio433_eua";"San Antonio FC";"EUA"
"sanantonio_chi";"San Antonio Unido";"Chile"
"sandiegofc_eua";"San Diego FC";"EUA"
"sdloyal_ba_eua";"San Diego Loyal";"EUA"
"sanfrancisco_pan";"San Francisco";"PAN"
"sanfranciscocity_eua";"San Francisco City";"EUA"
"SanJorgeDeTucuman_arg";"San Jorge Tucumán";"Argentina"
"sanjose433_eua";"San Jose Earthquakes";"EUA"
"sanjuan_trt";"San Juan Jabloteh";"TRT"
"sanlorenzo_ar";"San Lorenzo";"AR"
"SanLorenzoDeAlem_arg";"San Lorenzo Alem";"Argentina"
"sanluis_chi";"San Luis";"Chile"
"sanmarcos_chi";"San Marcos Arica";"Chile"
"sanmartinsj_ar";"San Martín";"AR"
"SanMartinDeBurzaco_arg";"San Martin Burzaco";"Argentina"
"sanmartint_arg";"San Martin de Tucumán";"Argentina"
"sanmartinformosa_arg";"San Martín Formosa";"Argentina"
"SanMiguel_arg";"San Miguel";"Argentina"
"SanTelmo_arg";"San Telmo";"Argentina"
"SancaktepeBelediye_tur";"Sancaktepe Belediyespor";"Turquia"
"sancaktepe_tur";"Sancaktepe FK";"Turquia"
"sandefjord_nor";"Sandefjord";"Noruega"
"sandhausen_ale";"Sandhausen";"Alemanha"
"sanfreccehiroshima_jap";"Sanfrecce Hiroshima";"Japão"
"sanjoanense_por";"Sanjoanense";"Portugal"
"Sanliurfaspor_tur";"Sanlıurfaspor";"Turquia"
"Sansinena_arg";"Sansinena";"Argentina"
"santandreu_ba_esp";"Sant Andreu";"Espanha"
"santacatarina_cg_br";"Santa Catarina";"Brasil"
"santaclara_por";"Santa Clara";"Portugal"
"SantaColoma_AND";"Santa Coloma";"AND"
"santa";"Santa Cruz";"Brasil"
"santacruz-ac";"Santa Cruz - AC";"Brasil"
"santacruzrn";"Santa Cruz - RN";"Brasil"
"santafe_col";"Santa Fé";"Colômbia"
"rita_equ";"Santa Rita Vinces";"Equador"
"santarosapa_bra";"Santa Rosa ";"Brasil"
"santatecla_els";"Santa Tecla";"ELS"
"DesportivoSantamarina_arg";"Santamarina";"Argentina"
"santarcangelo_ita";"Santarcangelo";"Itália"
"santiagomorning_chi";"Santiago Morning";"Chile"
"santiagowanders_chi";"Santiago Wanderers";"Chile"
"santoandre_sp";"Santo André";"Brasil"
"santos";"Santos";"Brasil"
"santos_ap";"Santos - AP";"Brasil"
"santos_per";"Santos de Nasca";"Peru"
"santos_mex";"Santos Laguna";"México"
"saobento_bra";"São Bento";"Brasil"
"saobernardo_sp";"São Bernardo";"Brasil"
"saocaetano_bra";"São Caetano";"Brasil"
"saofrancisco_ac";"São Francisco - AC";"Brasil"
"saofrancisco_pa";"São Francisco - PA ";"Brasil"
"saogoncalo_rj";"São Gonçalo ";"Brasil"
"saojoao_por";"São João Ver";"Portugal"
"saojosers_bra";"São José";"Brasil"
"saojose_ap";"São José-AP";"Brasil"
"saojosesp_bra";"São José-SP";"Brasil"
"independente_pr";"São Joseense";"Brasil"
"saoluiz_rs";"São Luiz";"Brasil"
"saopaulo_bra";"São Paulo";"Brasil"
"saoraimundoam_bra";"São Raimundo-AM";"Brasil"
"saoraimundo_pa";"São Raimundo-PA";"Brasil"
"saoraimundorr_bra";"São Raimundo-RR";"Brasil"
"saraievo_bos";"Sarajevo";"BOS"
"saratosametro_eua";"Sarasota Metropolis";"EUA"
"Sariyer_tur";"Sariyer";"Turquia"
"sarmiento_arg";"Sarmiento";"Argentina"
"SarmientoAyacucho_arg";"Sarmiento Ayacucho";"Argentina"
"SarmientoLeones_arg";"Sarmiento Leones";"Argentina"
"SarmientoDeResistencia_arg";"Sarmiento Resistencia";"Argentina"
"sarpsborg_nor";"Sarpsborg 08";"Noruega"
"sassuolo_it";"Sassuolo";"IT"
"saturn_rus";"Saturn";"Rússia"
"saxan_mda";"Saxan Ceadir Lunga";"MDA"
"sc-armee-nationale_mtn";"SC Armée Nationale";"MTN"
"sportingbraga_por";"SC Braga";"Portugal"
"cham_sui";"SC Cham";"Suíça"
"freiburg_ale";"SC Freiburg";"Alemanha"
"kriens_sui";"SC Kriens";"Suíça"
"schwaz_aut";"SC Schwaz";"Áustria"
"scunited_eua";"SC United Bantams";"EUA"
"SchaldingHeining_ale";"Schalding-Heining";"Alemanha"
"schalke04_ale";"Schalke 04";"Alemanha"
"Schalke04II_ale";"Schalke 04 II ";"Alemanha"
"Scheveningen_hol";"Scheveningen";"Holanda"
"Lubeck_ale";"Schlomm";"Alemanha"
"Schonberg_ale";"Schonberg";"Alemanha"
"SchwarzWeissRehden_ale";"Schwarz-Weiss Rehden";"Alemanha"
"Schweinfurt_ale";"Schweinfurt";"Alemanha"
"scunthorpe_ing";"Scunthorpe United";"Inglaterra"
"panamaoeste_pan";"SD Panamá Oeste";"PAN"
"seacoastunited_eua";"Seacoast United Phantoms";"EUA"
"seattlesounders433_eua";"Seattle Sounders";"EUA"
"seatllesounders2_eua";"Seattle Sounders II";"EUA"
"sedan_fra";"Sedan";"França"
"seekirchen_aut";"Seekirchen";"Áustria"
"loudoun433_eua";"Segra Field";"EUA"
"Seligenporten_ale";"Seligenporten";"Alemanha"
"sepahan_ira";"Sepahan";"IRA"
"seraing_bel";"Seraing";"Bélgica"
"SERC_bra";"SERC";"Brasil"
"sfksered_elq";"Sered";"ELQ"
"logrones_esp";"Sergio Rodríguez ";"Espanha"
"sergipe_se";"Sergipe";"Brasil"
"serra_es";"Serra";"Brasil"
"serrabranca_pb";"Serra Branca-PB";"Brasil"
"serranope_bra";"Serrano PE";"Brasil"
"serrato_per";"Serrato";"Peru"
"sertanense_por";"Sertanense";"Portugal"
"sertaozinho_sp";"Sertãozinho";"Brasil"
"servette_sui";"Servette";"Suíça"
"Sete_fra";"Sete";"França"
"sevilla_esp";"Sevilla";"Espanha"
"sevillaatletico_esp";"Sevilla II";"Espanha"
"sfintul_mol";"Sfântul Gheorghe";"MOL"
"shaanxi_chn";"Shaanxi Chang'an";"CHN"
"ahli_uae";"Shabab Al-Ahli";"UAE"
"sahel_lbn";"Shabab Al-Sahel";"LBN"
"shakhtar_ucr";"Shakhtar Donetsk";"Ucrânia"
"soligorsk_bie";"Shakhter Soligorsk";"BIE"
"shamrock_irl";"Shamrock Rovers";"IRL"
"shanunited_mia";"Shan United";"MIA"
"shandong_chn";"Shandong Taishan";"CHN"
"ShanghaiJuJuSports_chn";"Shanghai JuJu";"CHN"
"shangaisipg_chn";"Shanghai Port";"CHN"
"sanghai_chn";"Shanghai Shenhua";"CHN"
"shanghaishenxin_chn";"Shanghai Shenxin";"CHN"
"ShanghaiSunfun_chn";"Shanghai Sunfun";"CHN"
"sheffieldunited_ing";"Sheffield United";"Inglaterra"
"sheffield_ing";"Sheffield Wednesday";"Inglaterra"
"ShenyangDongjin_chn";"Shenyang Dongjin";"CHN"
"liaoning_chn";"Shenyang Olympic Stadium";"CHN"
"shenzhen_chn";"Shenzhen";"CHN"
"ShenzhenRenren_chn";"Shenzhen Renren";"CHN"
"sherifftiraspol_mol";"Sheriff Tiraspol";"MOL"
"shijiazhuang_chn";"Shijiazhuang Ever Bright";"CHN"
"shinnikyaroslavl_rus";"Shinnik";"Rússia"
"Shirak_Arm";"Shirak Giumri";"ARM"
"shkendija_mkd";"Shkendija Tetovo";"MKD"
"shkupi_mkd";"Shkupi";"MKD"
"shrewsbury_ing";"Shrewsbury Town";"Inglaterra"
"shturmisartichala_ge";"Shturmi Sartichala";"Geórgia"
"sibir2_rus";"Sibir Novosibirsk II";"Rússia"
"sichuan_chn";"Sichuan Longfor";"CHN"
"siena_ita";"Siena";"Itália"
"LensII_fra";"Sikora";"França"
"sileks_mkd";"Sileks Kratovo";"MKD"
"Silivrispor_tur";"Silivrispor";"Turquia"
"silkeborg_din";"Silkeborg";"Dinamarca"
"simba_tan";"Simba SC";"TAN"
"lincoln_ing";"Sincil Bannk";"Inglaterra"
"sindjelic_srb";"Sindjelic Belgrad";"Sérvia"
"winkel_bel";"Sint-Eloois-Winkel";"Bélgica"
"sintniklaas_bel";"Sint-Niklaas";"Bélgica"
"susintrense_por";"Sintrense";"Portugal"
"sionibolnisi_ge";"Sioni Bolnisi";"Geórgia"
"siracusa_ita";"Siracusa";"Itália"
"sirens_mta";"Sirens";"MTA"
"SivasBelediyespor_tur";"Sivas Belediyespor";"Turquia"
"sivasspor_tur";"Sivasspor Kulübü";"Turquia"
"waasland_bel";"SK Beveren";"Bélgica"
"skgagra_ge";"SK Gagra";"Geórgia"
"skrustavi_ge";"SK Rustavi";"Geórgia"
"sksamtredia_ge";"SK Samtredia";"Geórgia"
"sksupernova_let";"SK Super Nova";"Letônia"
"sktelavi_ge";"SK Telavi";"Geórgia"
"skakhabarovsk_rus";"SKA Khabarovsk";"Rússia"
"skarostov_rus";"SKA Rostov";"Rússia"
"skive_din";"Skive";"Dinamarca"
"amstetten_aut";"SKU Amstetten";"Áustria"
"slavenbelupo_cro";"Slaven Belupo";"Croácia"
"slavia_cze";"Slavia Praga";"CZE"
"slaviasofia_bul";"Slavia Sofia";"BUL"
"slovan_slk";"Slovan Bratislava";"SLK"
"slovanliberec_cze";"Slovan Liberec";"CZE"
"smederevo_srb";"Smederevo";"Sérvia"
"smena_rus";"Smena Komsomolsk";"Rússia"
"smouha_egi";"Smouha";"Egito"
"sobradinho_df_bra";"Sobradinho";"Brasil"
"sochaux_fr";"Sochaux";"FR"
"fcsochi_rus";"Sochi";"Rússia"
"sokol_rus";"Sokol Saratov";"Rússia"
"solamerica_par";"Sol de América";"Paraguai"
"SolDeAmericaDeFormosa_arg";"Sol de América Formosa";"Argentina"
"SolDeMayo_arg";"Sol de Mayo";"Argentina"
"solieres_bel";"Solières Sport";"Bélgica"
"solihull_ing";"Solihull Moors";"Inglaterra"
"sonderjyske_din";"SönderjyskE";"Dinamarca"
"SonnenhofGrossaspac_ale";"Sonnenhof Großaspach";"Alemanha"
"sousapb_bra";"Sousa";"Brasil"
"sousense_por";"Sousense";"Portugal"
"southampton_eng";"Southampton";"ENG"
"southend_ing";"Southend United";"Inglaterra"
"southport_ing";"Southport";"Inglaterra"
"spaeritbilisi_ge";"Spaeri Tbilisi";"Geórgia"
"Spakenburg_hol";"Spakenburg";"Holanda"
"spal_ita";"SPAL";"Itália"
"sparta_bel";"Sparta Petegem";"Bélgica"
"sparta_tch";"Sparta Praga";"TCH"
"sparta_hol";"Sparta Rotterdam";"Holanda"
"SpartaRotterdamII_hol";"Sparta Rotterdam II";"Holanda"
"spartakkostroma_rus";"Spartak Kostroma";"Rússia"
"spartakB_rus";"Spartak Moscou II";"Rússia"
"spartak_rus";"Spartak Moscow";"Rússia"
"spartaknalchik_rus";"Spartak Nalchik";"Rússia"
"spartak_ser";"Spartak Subotica";"Sérvia"
"spartaktrnava_slk";"Spartak Trnava";"SLK"
"spartakvladikavkaz_rus";"Spartak Vladikavkaz";"Rússia"
"spezia_ita";"Spezia Calcio";"Itália"
"Spijkenisse_hol";"Spijkenisse";"Holanda"
"rnksplit_cro";"Split";"Croácia"
"spokane433_eua";"Spokane";"EUA"
"sport";"Sport";"Brasil"
"sportancash_per";"Sport Áncash";"Peru"
"sportboys_per";"Sport Boys";"Peru"
"herediano_crc";"Sport Herediano";"CRC"
"sporthuncayo_per";"Sport Huancayo";"Peru"
"sportloreto_per";"Sport Loreto";"Peru"
"sportrosario_per";"Sport Rosario";"Peru"
"sinop_mt";"Sport Sinop";"Brasil"
"sportvictoria_per";"Sport Victoria";"Peru"
"SportfreundeSiegenVon_ale";"Sportfreunde Siegen Von";"Alemanha"
"sporting_por";"Sporting";"Portugal"
"Sportingb_por";"Sporting B";"Portugal"
"sportingcristal_per";"Sporting Cristal";"Peru"
"hasselt_bel";"Sporting Hasselt";"Bélgica"
"spideal_por";"Sporting Ideal";"Portugal"
"kansascity433_eua";"Sporting Kansas City";"EUA"
"SportingToulon_fra";"Sporting Toulon";"França"
"SportivoBarracas_arg";"Sportivo Barracas";"Argentina"
"BelgranoDeSanFrancisco_arg";"Sportivo Belgrano";"Argentina"
"SportivoGuzman_arg";"Sportivo Guzman";"Argentina"
"SportivoItaliano_arg";"Sportivo Italiano ";"Argentina"
"sportivoiteno_par";"Sportivo Iteño";"Paraguai"
"SportivoLasParejas_arg";"Sportivo Las Parejas";"Argentina"
"sportivoluqueno_par";"Sportivo Luqueño";"Paraguai"
"SportivoPatria_arg";"Sportivo Patria";"Argentina"
"sanlorenzo_par";"Sportivo San Lorenzo";"Paraguai"
"sportivotrinidense_par";"Sportivo Trinidense";"Paraguai"
"neusiedl_aut";"Sportzentrum Neusiedl ";"Áustria"
"spouwen_bel";"Spouwen-Mopertingen";"Bélgica"
"sprimont_bel";"Sprimont-Comblain";"Bélgica"
"Sprockhovel_ale";"Sprockhovel";"Alemanha"
"Bayreuth_ale";"SpVgg Bayreuth";"Alemanha"
"stjosephs_gib";"St Joseph's";"GIB"
"stgallen_sui";"St. Gallen";"Suíça"
"stlouis433_eua";"St. Louis City";"EUA"
"stmirren_esc";"St. Mirren";"Escócia"
"stpatricks_irl";"St. Patricks Athletic";"IRL"
"stpauli_ale";"St. Pauli";"Alemanha"
"SanktPauliII_ale";"St. Pauli II ";"Alemanha"
"stpolten_aut";"St. Pölten";"Áustria"
"sint_bel";"St.Truiden";"Bélgica"
"StadeBordelais_fra";"Stade Bordelais";"França"
"brest_fr";"Stade Brest";"FR"
"StadeBrionchin_fra";"Stade Brionchin";"França"
"laval_fr";"Stade Lavallois";"FR"
"stademalien_mli";"Stade Malien";"MLI"
"StadeMontois_fra";"Stade Montois";"França"
"StadePlabennecois_fra";"Stade Plabennecois";"França"
"reims_fr";"Stade Reims";"FR"
"ReimsII_fra";"Stade Reims II";"França"
"luparoma_ita";"Stadio Quinto Ricci";"Itália"
"liapi_kos";"Stadiumi Zahir Pajaziti";"KOS"
"standardliege_bel";"Standard Liège";"Bélgica"
"ljungskile_sue";"Starke Arvid Arena";"Suécia"
"steua_bucaresti_rom";"Steaua Bucuresti";"ROM"
"lommelunited_bel";"Stedelijk";"Bélgica"
"Steinbach_ale";"Steinbach";"Alemanha"
"stenhousemuir_esc";"Stenhousemuir";"Escócia"
"stevenage_ing";"Stevenage";"Inglaterra"
"stirling_esc";"Stirling";"Escócia"
"stockport_ing";"Stockport County";"Inglaterra"
"stokecity_ing";"Stoke City";"Inglaterra"
"stormersba_bol";"Stormers Chuquisaca";"Bolívia"
"stranraer_esc";"Stranraer";"Escócia"
"strasbourg_fra";"Strasbourg";"França"
"StrasbourgII_fra";"Strasbourg II ";"França"
"strogino_rus";"Strogino Moscou";"Rússia"
"stromsgodset_nor";"Strømsgodset";"Noruega"
"sturmgraz_aut";"Sturm Graz";"Áustria"
"StuttgartII_ale";"Stuttgart II";"Alemanha"
"StuttgarterKickers_ale";"Stuttgarter Kickers";"Alemanha"
"sudamerica_uru";"Sud América";"Uruguai"
"sudtirol_ita";"Südtirol";"Itália"
"suduva_lit";"Suduva";"LIT"
"LuzernII_sui";"Suleman Raja ";"Suíça"
"SultanbeyliBelediye_tur";"Sultanbeyli Belediye";"Turquia"
"sumqayit_azb";"Sumgayit";"AZB"
"sunderland";"Sunderland";"SUNDERLAND"
"sutjeska_mon";"Sutjeska";"MON"
"sutton_ing";"Sutton United";"Inglaterra"
"suva_fij";"Suva";"FIJ"
"suwon_kor";"Suwon Bluewings";"KOR"
"SuzhouDongwu_chn";"Suzhou Dongwu";"CHN"
"grodig_aut";"SV Grödig";"Áustria"
"horn_aut";"SV Horn";"Áustria"
"ried_aut";"SV Ried";"Áustria"
"riedii_aut";"SV Ried II";"Áustria"
"swansea_ing";"Swansea City";"Inglaterra"
"swindon_ing";"Swindon Town";"Inglaterra"
"luzern_sui";"Swissporarena";"Suíça"
"switchbacks433_eua";"Switchbacks FC";"EUA"
"sydneyfc_aus";"Sydney FC";"Austrália"
"syzran2003_rus";"Syzran-2003";"Rússia"
"tacuarembo_uru";"Tacuarembó";"Uruguai"
"talleres_arg";"Talleres";"Argentina"
"TalleresRemedios_arg";"Talleres de Remedios";"Argentina"
"TalleresDePerico_arg";"Talleres Perico";"Argentina"
"tambov_rus";"Tambov";"Rússia"
"tampabay433_eua";"Tampa Bay Rowdies";"EUA"
"tampinesrovers_sin";"Tampines Rovers";"SIN"
"tapajospa_bra";"Tapajós";"Brasil"
"taranto_ita";"Taranto";"Itália"
"Tarbes_fra";"Tarbes";"França"
"TarsusIdmanYurdu_tur";"Tarsus İdman Yurdu";"Turquia"
"taubate_sp";"Taubaté";"Brasil"
"tauro_pan";"Tauro";"PAN"
"TEC_hol";"TEC";"Holanda"
"tecnico_equ";"Técnico Universitario";"Equador"
"Tekirdagspor_tur";"Tekirdagspor";"Turquia"
"tekstilshchik_rus";"Tekstilshchik";"Rússia"
"telstar_hol";"Telstar";"Holanda"
"temperley_arg";"Temperley";"Argentina"
"tempo_bel";"Tempo Overijse";"Bélgica"
"temse_bel";"Temse";"Bélgica"
"tenerife_esp";"Tenerife";"Espanha"
"Tepecikspor_tur";"Tepecikspor";"Turquia"
"teramo_ita";"Teramo";"Itália"
"ternana_ita";"Ternana";"Itália"
"teungueth_sen";"Teungueth";"SEN"
"texasunited_eua";"Texas United";"EUA"
"TextilMandiyu_arg";"Textil Mandiyu";"Argentina"
"thenewsaints_wal";"The New Saints";"WAL"
"thestrongest_bol";"The Strongest";"Bolívia"
"ThunII_sui";"Thun II";"Suíça"
"thunderbay_eua";"Thunder Bay Chill";"EUA"
"tianjinjinmentiger_chi";"Tianjin Jinmen Tiger";"China"
"tianjinteda_chn";"Tianjin Teda";"CHN"
"tianjinquanjian_chn";"Tianjin Tianhai";"CHN"
"tienen_bel";"Tienen";"Bélgica"
"Larne_irn";"Tiernan Lynch";"IRN"
"tigre_arg";"Tigre";"Argentina"
"tigres_col";"Tigres";"Colômbia"
"tigres_mex";"Tigres UANL";"México"
"Tire1922_tur";"Tire 1922";"Turquia"
"TiroFederal_arg";"Tiro Federal";"Argentina"
"TIROYGIMNASIA_arg";"Tiro y Gimnasia San Pedro";"Argentina"
"tishreen_sir";"Tishreen SC";"SIR"
"tobaccoroad_eua";"Tobacco Road";"EUA"
"tobylkostanai_caz";"Tobol Kostanay";"CAZ"
"tocantinopolis";"Tocantinópolis";"Brasil"
"toftaitrottarfelagbolt_ilh";"Tofta Ítróttarfelag, Bóltfelagið 1968";"Ilhas Faroé"
"Tokatspor_tur";"Tokatspor";"Turquia"
"toledopr_bra";"Toledo";"Brasil"
"toledo_esp";"Toledo Castela-Mancha";"Espanha"
"tomtomsk_rus";"Tom Tomsk";"Rússia"
"tomasgreig_chi";"Tomás Greig";"Chile"
"tombense_mg";"Tombense";"Brasil"
"tondela_por";"Tondela";"Portugal"
"oss_hol";"Top Oss";"Holanda"
"torcatense";"Torcatense";"TORCATENSE"
"torhout_bel";"Torhout 92";"Bélgica"
"torino_it";"Torino";"IT"
"tormenta433_eua";"Tormenta FC";"EUA"
"toronto433_eua";"Toronto FC";"EUA"
"torontofcII_eua";"Toronto II";"EUA"
"torpedo_bie";"Torpedo BelAZ";"BIE"
"torpedokutaisi_ge";"Torpedo Kutaisi";"Geórgia"
"torpedomoscou_rus";"Torpedo Moscow";"Rússia"
"ladatogliatti_rus";"Torpedo Stadium";"Rússia"
"torpedovladimir_rus";"Torpedo Vladimir";"Rússia"
"torquay_ing";"Torquay United";"Inglaterra"
"torremoncorvo_por";"Torre de Moncorvo";"Portugal"
"torreense_por";"Torreense";"Portugal"
"tosno_rus";"Tosno";"Rússia"
"toti_pap";"Toti City";"PAP"
"tottenhamhotspur_ing";"Tottenham Hotspur";"Inglaterra"
"toulouse_fr";"Toulouse";"FR"
"tourizense_por";"Tourizense";"Portugal"
"tours_fr";"Tours";"FR"
"mazembe_con";"TP Mazembe";"CON"
"trabzonspor_tur";"Trabzonspor";"Turquia"
"los_angeles_II_eua";"Track and Field Stadium";"EUA"
"tractor_irn";"Tractor Sazi";"IRN"
"tranmere_ing";"Tranmere Rovers";"Inglaterra"
"trapani_ita";"Trapani";"Itália"
"trasandino_chi";"Trasandino";"Chile"
"trayal_srb";"Trayal Kruševac";"Sérvia"
"trefiori_smr";"Tre Fiori";"SMR"
"trepenne_smr";"Tre Penne";"SMR"
"trelleborgs_sue";"Trelleborgs FF";"Suécia"
"ap_trem";"Trem";"Brasil"
"trencin_esk";"Trenčín";"ESK"
"trezepb_bra";"Treze";"Brasil"
"tricities_eua";"Tri-Cities Otters";"EUA"
"trietina_ita";"Triestina";"Itália"
"trikala_gre";"Trikala";"Grécia"
"trofense_por";"Trofense";"Portugal"
"tromso_nor";"Tromsö";"Noruega"
"Tromso";"Tromsø IL";"TROMSO"
"troyes_fr";"Troyes";"FR"
"Trujillanos_ven";"Trujillanos";"Venezuela"
"LibertadDeSunchales_arg";"Trullet";"Argentina"
"tubize_bel";"Tubize";"Bélgica"
"tudelano_esp";"Tudelano";"Espanha"
"tulsa433_eua";"Tulsa";"EUA"
"tunaluso_pa";"Tuna Luso";"Brasil"
"tuntumma_bra";"Tuntum";"Brasil"
"Turgutluspor_tur";"Turgutluspor";"Turquia"
"TurkgucuMunchen";"Turkgucu Munchen";"TURKGUCUMUNCHEN"
"TuSKoblenz_ale";"TuS Koblenz";"Alemanha"
"tuttocuoio_it";"Tuttocuoio";"IT"
"LiniersBahiaBlanca_arg";"Tuya";"Argentina"
"tuzlaspor_tur";"Tuzlaspor";"Turquia"
"tvroyrarboltfelag_ilh";"Tvøroyrar Bóltfelag";"Ilhas Faroé"
"TwenteII_hol";"Twente II";"Holanda"
"tyumen_rus";"Tyumen";"Rússia"
"UalUrquiza_arg";"UAI Urquiza";"Argentina"
"uberlandia_ec";"Uberlândia";"Brasil"
"murcia_esp";"UCAM Murcia";"Espanha"
"ibiza_esp";"UD Ibiza";"Espanha"
"udsongo_moc";"UD Songo";"MOC"
"udinese_it";"Udinese";"IT"
"ufa_rus";"Ufa";"Rússia"
"ufa2_rus";"Ufa II";"Rússia"
"ulbraro_bra";"Ulbra";"Brasil"
"Ulm1846_ale";"Ulm 1846";"Alemanha"
"ulsan_jap";"Ulsan Hyundai";"Japão"
"umea_sue";"Umeå FC";"Suécia"
"ummsalal_cat";"Umm-Salal";"Catar"
"umraniyespor_tur";"Ümraniyespor";"Turquia"
"usmdeloum_cam";"UMS de Loum";"CAM"
"UNA_hol";"UNA Zeelst";"Holanda"
"pumasunam_mex";"UNAM Pumas";"México"
"uniaobandeirante_bra";"União Bandeirante";"Brasil"
"uniaobarbarense_bra";"União Barbarense";"Brasil"
"uniaoaraguainense_br";"União Carmolandense";"Brasil"
"uniaomadeira_por";"União da Madeira";"Portugal"
"uniaoleiria_por";"União de Leiria";"Portugal"
"uniaorondonopolis_mt";"União Rondonópolis";"Brasil"
"uniaors_bra";"União-RS";"Brasil"
"fondi_ita";"Unicusano Fondi";"Itália"
"UnionAconquija_arg";"Unión Aconquija";"Argentina"
"unionberlin_ale";"Union Berlin";"Alemanha"
"union_per";"Unión Comercio";"Peru"
"unionespanola_chi";"Unión Española";"Chile"
"UnionFurstenwalde_ale";"Union Furstenwalde";"Alemanha"
"gurten_aut";"Union Gurten";"Áustria"
"unionhuaral_per";"Unión Huaral";"Peru"
"unionlacalera_chi";"Unión La Calera";"Chile"
"unionmagdalena_col";"Unión Magdalena";"Colômbia"
"omaha433_eua";"Union Omaha";"EUA"
"UPetange_Lux";"Union Pétange";"LUX"
"union_bel";"Union Saint-Gilloise";"Bélgica"
"unionsanfelipe_chi";"Unión San Felipe";"Chile"
"union_arg";"Unión Santa Fé";"Argentina"
"UnionSantiago_arg";"Unión Santiago";"Argentina"
"UnionDeSunchales_arg";"Unión Sunchales";"Argentina"
"uniontarapoto_per";"Unión Tarapoto";"Peru"
"UnionTouarga";"Union Touarga Sportif";"UNIONTOUARGA"
"UnionDeVillaKrause_arg";"Unión Villa Krause";"Argentina"
"unitedcity_fil";"United City";"FIL"
"utdman_ing";"United of Manchester";"Inglaterra"
"univcatolicaquito_equ";"Univ. Católica";"Equador"
"cesarvallejo_per";"Univ. César Vallejo";"Peru"
"utc_per";"Universidad Cajamarca";"Peru"
"universidadcatolica_chi";"Universidad Católica";"Chile"
"universidadchile_chi";"Universidad Chile";"Chile"
"univconcepcion_chi";"Universidad Concepción";"Chile"
"sanmartin_per";"Universidad San Martín";"Peru"
"ucv_ven";"Universidad Venezuela";"Venezuela"
"universitario_per";"Universitario";"Peru"
"universitariobeni_bol";"Universitario Beni";"Bolívia"
"universitariopando_bol";"Universitario Pando";"Bolívia"
"universitario_col";"Universitario Popayan";"Colômbia"
